log_id,planta_id,activo_id,fecha_hora,tipo_evento_id,descripcion
2775,4,,2024-07-16 22:00:00.000000,22,normal
2776,5,117.0,2024-07-17 02:14:04.842298,14,
2777,1,30.0,2024-07-17 03:37:02.606490,10,
2778,5,,2024-07-17 06:00:00.000000,19,s/n
2779,4,,2024-07-17 06:00:00.000000,20,normal
2780,3,,2024-07-17 06:00:00.000000,20,
2781,5,138.0,2024-07-17 11:20:19.411831,11,DRN OK
2782,2,44.0,2024-07-17 13:54:18.151541,5,ver OT
2783,3,,2024-07-17 14:00:00.000000,22,s/n
2784,2,,2024-07-17 14:00:00.000000,22,normal
2785,1,,2024-07-17 14:00:00.000000,21,normal
2786,5,133.0,2024-07-17 19:22:42.604469,15,restablecida sola
2787,2,44.0,2024-07-17 20:14:20.696584,6,
2788,4,110.0,2024-07-18 01:34:56.155614,17,restablecida sola
2789,3,72.0,2024-07-18 04:11:15.362001,12,DRN OK
2790,5,,2024-07-18 06:00:00.000000,22,ok
2791,4,91.0,2024-07-18 10:39:16.066286,10,purga completa
2792,5,,2024-07-18 14:00:00.000000,20,
2793,4,,2024-07-18 14:00:00.000000,19,ok
2794,3,,2024-07-18 14:00:00.000000,21,ok
2795,2,60.0,2024-07-18 18:36:08.837445,14,sin novedad
2796,5,,2024-07-18 22:00:00.000000,19,ok
2797,4,,2024-07-18 22:00:00.000000,20,normal
2798,2,,2024-07-19 06:00:00.000000,21,s/n
2799,5,125.0,2024-07-19 08:09:10.680177,10,sin novedad
2800,2,,2024-07-19 14:00:00.000000,21,s/n
2801,5,,2024-07-19 14:00:00.000000,21,ok
2802,4,,2024-07-19 14:00:00.000000,20,s/n
2803,1,,2024-07-19 14:00:00.000000,20,normal
2804,4,103.0,2024-07-19 14:27:51.644194,17,restablecida sola
2805,3,,2024-07-19 22:00:00.000000,22,s/n
2806,4,,2024-07-19 22:00:00.000000,21,s/n
2807,2,46.0,2024-07-20 04:43:39.550737,12,
2808,5,134.0,2024-07-20 05:23:48.794237,12,ok.
2809,5,,2024-07-20 06:00:00.000000,21,ok
2810,1,,2024-07-20 06:00:00.000000,19,s/n
2811,2,,2024-07-20 06:00:00.000000,19,ok
2812,5,135.0,2024-07-20 07:19:39.580430,11,sin novedad
2813,5,132.0,2024-07-20 07:36:51.541125,18,sin intervencion
2814,2,61.0,2024-07-20 07:42:38.421614,3,ver OT
2815,5,131.0,2024-07-20 09:46:47.204348,13,sin novedad
2816,2,,2024-07-20 14:00:00.000000,19,
2817,3,,2024-07-20 14:00:00.000000,22,ok
2818,4,,2024-07-20 14:00:00.000000,19,
2819,5,,2024-07-20 14:00:00.000000,19,s/n
2820,1,13.0,2024-07-20 14:01:10.955100,11,OK
2821,3,70.0,2024-07-20 15:09:01.800026,17,sin intervencion
2822,3,69.0,2024-07-20 17:05:41.221283,10,
2823,2,61.0,2024-07-20 19:43:05.018752,6,reanuda produccion
2824,4,105.0,2024-07-20 21:28:33.066250,16,restablecida sola
2825,3,,2024-07-20 22:00:00.000000,20,s/n
2826,5,,2024-07-20 22:00:00.000000,19,
2827,4,89.0,2024-07-20 22:31:19.395147,16,operador reseteo
2828,4,87.0,2024-07-21 01:05:44.628172,14,purga completa
2829,3,73.0,2024-07-21 05:30:24.858971,10,OK
2830,5,144.0,2024-07-21 05:50:46.239284,13,ok.
2831,2,,2024-07-21 06:00:00.000000,20,normal
2832,3,,2024-07-21 06:00:00.000000,19,
2833,1,,2024-07-21 06:00:00.000000,19,
2834,5,121.0,2024-07-21 06:22:35.343975,12,OK
2835,2,49.0,2024-07-21 07:53:28.734504,18,restablecida sola
2836,4,108.0,2024-07-21 08:42:24.748683,14,purga completa
2837,3,63.0,2024-07-21 10:51:33.194364,13,ok.
2838,2,,2024-07-21 14:00:00.000000,21,s/n
2839,1,,2024-07-21 14:00:00.000000,19,ok
2840,5,,2024-07-21 14:00:00.000000,19,ok
2841,5,,2024-07-21 22:00:00.000000,20,normal
2842,3,77.0,2024-07-21 22:32:03.248261,18,sin intervencion
2843,3,65.0,2024-07-22 00:55:18.778998,18,operador reseteo
2844,1,,2024-07-22 06:00:00.000000,19,normal
2845,4,,2024-07-22 06:00:00.000000,19,ok
2846,2,,2024-07-22 06:00:00.000000,19,normal
2847,2,41.0,2024-07-22 08:23:26.643678,13,sin novedad
2848,1,31.0,2024-07-22 10:53:22.509631,13,DRN OK
2849,1,20.0,2024-07-22 13:21:42.406089,14,purga completa
2850,2,,2024-07-22 14:00:00.000000,22,
2851,5,,2024-07-22 14:00:00.000000,19,s/n
2852,1,32.0,2024-07-22 17:28:28.567114,17,sin intervencion
2853,5,142.0,2024-07-22 19:22:16.188152,15,sin intervencion
2854,3,64.0,2024-07-22 19:41:15.151649,14,
2855,2,44.0,2024-07-22 20:50:03.560144,10,ok.
2856,1,25.0,2024-07-23 05:07:44.874988,13,purga completa
2857,5,,2024-07-23 06:00:00.000000,20,
2858,4,,2024-07-23 14:00:00.000000,20,normal
2859,2,57.0,2024-07-23 14:18:26.996297,14,OK
2860,1,,2024-07-23 22:00:00.000000,19,normal
2861,3,68.0,2024-07-24 01:49:23.239752,15,restablecida sola
2862,2,40.0,2024-07-24 01:55:51.995350,14,OK
2863,4,112.0,2024-07-24 05:22:52.638511,5,ver OT
2864,3,,2024-07-24 06:00:00.000000,20,
2865,4,,2024-07-24 06:00:00.000000,19,s/n
2866,5,,2024-07-24 06:00:00.000000,19,
2867,1,,2024-07-24 14:00:00.000000,21,normal
2868,5,,2024-07-24 14:00:00.000000,21,normal
2869,4,96.0,2024-07-24 14:38:16.751365,14,sin novedad
2870,1,13.0,2024-07-24 15:24:02.372487,5,PARADA POR FALLA
2871,3,63.0,2024-07-24 20:20:30.937724,12,purga completa
2872,3,79.0,2024-07-24 21:33:28.053140,12,
2873,3,,2024-07-24 22:00:00.000000,22,s/n
2874,1,,2024-07-24 22:00:00.000000,22,normal
2875,2,,2024-07-24 22:00:00.000000,22,ok
2876,5,,2024-07-24 22:00:00.000000,19,ok
2877,4,98.0,2024-07-25 03:20:24.153938,12,sin novedad
2878,1,,2024-07-25 06:00:00.000000,19,ok
2879,4,,2024-07-25 06:00:00.000000,19,s/n
2880,1,30.0,2024-07-25 07:44:01.244176,13,sin novedad
2881,2,59.0,2024-07-25 07:59:40.902974,11,purga completa
2882,1,13.0,2024-07-25 09:52:38.839607,6,arranque normal
2883,1,37.0,2024-07-25 10:34:26.216235,10,
2884,4,,2024-07-25 14:00:00.000000,19,
2885,2,,2024-07-25 14:00:00.000000,21,
2886,3,,2024-07-25 14:00:00.000000,19,ok
2887,1,36.0,2024-07-25 17:45:50.265237,10,OK
2888,3,,2024-07-25 22:00:00.000000,21,s/n
2889,2,,2024-07-25 22:00:00.000000,19,
2890,4,112.0,2024-07-25 22:38:19.652841,6,arranque normal
2891,4,85.0,2024-07-26 01:11:59.722482,12,sin novedad
2892,4,112.0,2024-07-26 02:13:05.894352,12,OK
2893,1,18.0,2024-07-26 04:03:11.366916,14,
2894,2,41.0,2024-07-26 05:07:29.148810,11,OK
2895,5,126.0,2024-07-26 05:57:38.434918,15,restablecida sola
2896,4,,2024-07-26 06:00:00.000000,19,ok
2897,2,,2024-07-26 14:00:00.000000,19,ok
2898,3,,2024-07-26 14:00:00.000000,21,
2899,5,117.0,2024-07-26 14:27:28.492799,11,
2900,4,90.0,2024-07-26 18:42:29.236280,13,OK
2901,3,64.0,2024-07-26 20:03:19.798362,13,sin novedad
2902,1,14.0,2024-07-26 21:02:11.489380,3,
2903,2,,2024-07-26 22:00:00.000000,19,ok
2904,2,,2024-07-27 06:00:00.000000,19,s/n
2905,4,,2024-07-27 06:00:00.000000,19,ok
2906,5,,2024-07-27 06:00:00.000000,19,s/n
2907,1,14.0,2024-07-27 10:29:19.323459,6,reanuda produccion
2908,1,,2024-07-27 14:00:00.000000,21,normal
2909,5,,2024-07-27 14:00:00.000000,20,normal
2910,3,,2024-07-27 14:00:00.000000,19,
2911,3,69.0,2024-07-27 18:43:18.138476,13,
2912,5,,2024-07-27 22:00:00.000000,21,normal
2913,1,,2024-07-27 22:00:00.000000,20,s/n
2914,3,,2024-07-27 22:00:00.000000,21,s/n
2915,4,107.0,2024-07-28 01:51:56.655945,15,restablecida sola
2916,1,17.0,2024-07-28 03:23:54.885803,13,DRN OK
2917,4,98.0,2024-07-28 03:25:58.335163,13,OK
2918,2,,2024-07-28 03:58:33.000260,26,aviso proveedor externo
2919,3,,2024-07-28 06:00:00.000000,21,
2920,3,64.0,2024-07-28 08:37:36.167855,2,PARADA POR FALLA
2921,3,64.0,2024-07-28 10:58:18.920565,8,reanuda produccion
2922,1,25.0,2024-07-28 11:36:41.075541,11,OK
2923,4,111.0,2024-07-28 14:28:48.994875,17,sin intervencion
2924,2,40.0,2024-07-28 14:40:39.210026,13,ok.
2925,1,19.0,2024-07-28 15:01:47.910903,14,purga completa
2926,2,57.0,2024-07-28 15:51:04.901520,3,
2927,4,104.0,2024-07-28 18:05:39.561122,14,sin novedad
2928,1,3.0,2024-07-28 19:00:17.075998,17,restablecida sola
2929,5,,2024-07-28 22:00:00.000000,21,s/n
2930,4,,2024-07-28 22:00:00.000000,21,s/n
2931,3,,2024-07-28 22:00:00.000000,21,
2932,4,92.0,2024-07-29 00:14:42.572837,12,DRN OK
2933,2,57.0,2024-07-29 01:25:19.941460,9,OK
2934,1,27.0,2024-07-29 02:29:09.915115,16,sin intervencion
2935,5,135.0,2024-07-29 04:25:30.888093,17,operador reseteo
2936,3,,2024-07-29 06:00:00.000000,21,ok
2937,5,,2024-07-29 06:00:00.000000,22,s/n
2938,1,,2024-07-29 06:00:00.000000,19,s/n
2939,1,,2024-07-29 07:42:37.022232,23,ver informe adjunto
2940,2,39.0,2024-07-29 09:09:17.941062,12,DRN OK
2941,4,87.0,2024-07-29 09:58:30.929193,11,sin novedad
2942,3,73.0,2024-07-29 12:16:23.690413,13,sin novedad
2943,5,144.0,2024-07-29 12:56:48.496885,10,DRN OK
2944,3,,2024-07-29 14:00:00.000000,22,
2945,4,,2024-07-29 14:00:00.000000,22,ok
2946,5,,2024-07-29 14:00:00.000000,21,s/n
2947,4,105.0,2024-07-29 16:05:02.591789,11,
2948,1,31.0,2024-07-29 18:30:00.123106,10,
2949,3,76.0,2024-07-29 18:44:21.494237,18,sin intervencion
2950,5,134.0,2024-07-29 19:20:44.380519,11,DRN OK
2951,4,103.0,2024-07-29 21:23:50.305677,13,
2952,3,66.0,2024-07-29 21:25:31.418860,11,ok.
2953,4,,2024-07-29 22:00:00.000000,21,normal
2954,1,,2024-07-29 22:00:00.000000,21,ok
2955,3,,2024-07-29 22:00:00.000000,19,ok
2956,4,90.0,2024-07-30 00:30:21.933862,16,operador reseteo
2957,1,30.0,2024-07-30 01:32:00.371189,12,sin novedad
2958,4,,2024-07-30 06:00:00.000000,22,s/n
2959,2,,2024-07-30 06:00:00.000000,22,normal
2960,4,,2024-07-30 14:00:00.000000,20,s/n
2961,1,,2024-07-30 14:00:00.000000,21,
2962,5,,2024-07-30 18:12:54.402255,28,
2963,5,,2024-07-30 22:00:00.000000,22,normal
2964,3,,2024-07-30 22:00:00.000000,21,s/n
2965,1,,2024-07-30 22:00:00.000000,22,s/n
2966,4,,2024-07-30 22:00:00.000000,22,
2967,1,11.0,2024-07-31 01:51:13.638137,10,purga completa
2968,3,75.0,2024-07-31 02:23:07.178198,16,operador reseteo
2969,4,89.0,2024-07-31 02:26:30.677157,11,sin novedad
2970,2,54.0,2024-07-31 03:07:42.059653,11,
2971,4,98.0,2024-07-31 04:32:18.759054,10,sin novedad
2972,3,,2024-07-31 05:55:32.913018,29,aviso proveedor externo
2973,2,,2024-07-31 06:00:00.000000,21,normal
2974,3,71.0,2024-07-31 06:31:01.597337,18,operador reseteo
2975,2,56.0,2024-07-31 07:52:06.960812,15,restablecida sola
2976,5,125.0,2024-07-31 11:45:41.509009,5,PARADA POR FALLA
2977,4,,2024-07-31 14:00:00.000000,21,s/n
2978,2,,2024-07-31 14:00:00.000000,22,s/n
2979,3,,2024-07-31 14:00:00.000000,21,s/n
2980,5,125.0,2024-07-31 17:03:06.856450,6,reanuda produccion
2981,1,,2024-07-31 22:00:00.000000,20,normal
2982,2,,2024-07-31 22:00:00.000000,21,normal
2983,4,,2024-07-31 22:00:00.000000,20,
2984,3,,2024-07-31 22:00:00.000000,19,s/n
2985,5,,2024-07-31 22:00:00.000000,19,
2986,1,24.0,2024-07-31 23:49:36.982123,10,ok.
2987,4,90.0,2024-08-01 00:46:57.154993,12,DRN OK
2988,4,84.0,2024-08-01 01:38:21.597976,18,restablecida sola
2989,5,138.0,2024-08-01 05:16:34.705700,10,DRN OK
2990,2,,2024-08-01 06:00:00.000000,20,normal
2991,3,,2024-08-01 06:00:00.000000,20,ok
2992,2,61.0,2024-08-01 08:08:17.412237,15,operador reseteo
2993,1,,2024-08-01 10:56:57.514707,29,ver informe adjunto
2994,4,,2024-08-01 14:00:00.000000,20,ok
2995,3,,2024-08-01 14:00:00.000000,22,normal
2996,1,,2024-08-01 14:00:00.000000,19,s/n
2997,5,,2024-08-01 14:00:00.000000,22,s/n
2998,3,69.0,2024-08-01 15:26:53.580043,10,purga completa
2999,2,,2024-08-01 22:00:00.000000,20,ok
3000,3,,2024-08-01 22:00:00.000000,20,
3001,2,57.0,2024-08-01 23:45:28.066385,13,ok.
3002,1,35.0,2024-08-02 03:43:43.800279,12,ok.
3003,4,100.0,2024-08-02 03:54:37.584993,11,OK
3004,3,66.0,2024-08-02 04:58:06.478719,11,sin novedad
3005,2,,2024-08-02 06:00:00.000000,21,normal
3006,5,,2024-08-02 06:00:00.000000,20,normal
3007,1,,2024-08-02 06:00:00.000000,19,normal
3008,4,,2024-08-02 10:06:38.733175,27,
3009,4,,2024-08-02 14:00:00.000000,19,
3010,2,,2024-08-02 14:00:00.000000,19,normal
3011,2,47.0,2024-08-02 18:12:43.377579,17,sin intervencion
3012,3,69.0,2024-08-02 19:14:29.579566,10,purga completa
3013,3,,2024-08-02 22:00:00.000000,22,ok
3014,5,,2024-08-02 22:00:00.000000,21,normal
3015,4,,2024-08-02 22:00:00.000000,21,ok
3016,3,80.0,2024-08-03 00:03:11.254732,18,restablecida sola
3017,1,17.0,2024-08-03 02:25:15.897415,16,operador reseteo
3018,4,105.0,2024-08-03 02:55:48.489567,13,purga completa
3019,1,22.0,2024-08-03 03:06:43.198820,11,DRN OK
3020,1,,2024-08-03 06:00:00.000000,22,ok
3021,4,107.0,2024-08-03 07:24:43.659791,13,DRN OK
3022,4,,2024-08-03 14:00:00.000000,20,normal
3023,5,,2024-08-03 14:00:00.000000,22,ok
3024,1,,2024-08-03 22:00:00.000000,21,
3025,4,,2024-08-03 22:00:00.000000,20,normal
3026,3,,2024-08-03 22:00:00.000000,22,normal
3027,5,,2024-08-03 22:00:00.000000,21,s/n
3028,3,65.0,2024-08-04 00:34:24.795998,14,OK
3029,2,,2024-08-04 06:00:00.000000,22,
3030,3,,2024-08-04 06:00:00.000000,22,ok
3031,5,,2024-08-04 06:00:00.000000,19,
3032,1,20.0,2024-08-04 06:18:07.643497,3,PARADA POR FALLA
3033,1,20.0,2024-08-04 09:52:46.477644,7,arranque normal
3034,3,,2024-08-04 14:00:00.000000,19,
3035,2,,2024-08-04 14:00:00.000000,22,s/n
3036,5,,2024-08-04 14:00:00.000000,20,
3037,1,,2024-08-04 14:00:00.000000,19,ok
3038,2,56.0,2024-08-04 15:21:14.322456,18,restablecida sola
3039,5,119.0,2024-08-04 17:50:18.360233,4,ver OT
3040,1,7.0,2024-08-04 17:53:44.567931,11,sin novedad
3041,4,97.0,2024-08-04 20:03:39.515956,17,sin intervencion
3042,5,119.0,2024-08-04 21:55:20.302731,7,arranque normal
3043,4,,2024-08-04 22:00:00.000000,22,normal
3044,3,,2024-08-04 22:00:00.000000,22,
3045,1,,2024-08-04 22:00:00.000000,20,s/n
3046,1,,2024-08-05 06:00:00.000000,21,s/n
3047,4,,2024-08-05 06:00:00.000000,19,normal
3048,4,111.0,2024-08-05 07:56:10.915115,14,ok.
3049,3,,2024-08-05 13:07:55.640864,27,
3050,2,,2024-08-05 14:00:00.000000,22,
3051,5,,2024-08-05 14:00:00.000000,20,s/n
3052,4,,2024-08-05 14:00:00.000000,22,ok
3053,4,107.0,2024-08-05 14:19:29.036968,11,purga completa
3054,4,89.0,2024-08-05 15:34:09.979034,10,ok.
3055,4,,2024-08-05 16:16:34.972502,29,aviso proveedor externo
3056,5,129.0,2024-08-05 21:34:53.517479,14,sin novedad
3057,1,,2024-08-05 22:00:00.000000,20,normal
3058,4,,2024-08-05 22:00:00.000000,21,ok
3059,2,49.0,2024-08-06 04:17:48.954048,14,OK
3060,2,,2024-08-06 06:00:00.000000,21,s/n
3061,1,13.0,2024-08-06 08:55:41.251516,11,purga completa
3062,1,33.0,2024-08-06 10:11:21.846237,2,PARADA POR FALLA
3063,4,,2024-08-06 14:00:00.000000,19,
3064,3,,2024-08-06 14:00:00.000000,22,normal
3065,2,,2024-08-06 14:00:00.000000,19,
3066,1,33.0,2024-08-06 15:12:18.509354,7,OK
3067,2,,2024-08-06 17:32:33.986255,28,aviso proveedor externo
3068,2,51.0,2024-08-06 18:56:47.172917,10,sin novedad
3069,1,14.0,2024-08-06 21:09:37.172676,13,DRN OK
3070,4,,2024-08-06 22:00:00.000000,19,ok
3071,2,,2024-08-06 22:00:00.000000,20,normal
3072,2,46.0,2024-08-07 04:07:30.183566,15,sin intervencion
3073,4,90.0,2024-08-07 08:09:32.673901,17,sin intervencion
3074,3,71.0,2024-08-07 10:56:35.670140,14,DRN OK
3075,4,110.0,2024-08-07 12:39:19.771014,5,por mantenimiento
3076,1,,2024-08-07 14:00:00.000000,22,normal
3077,2,,2024-08-07 14:00:00.000000,20,
3078,5,,2024-08-07 14:00:00.000000,20,s/n
3079,1,6.0,2024-08-07 17:20:37.541883,14,
3080,4,110.0,2024-08-07 18:02:39.246428,8,arranque normal
3081,4,83.0,2024-08-07 20:59:52.524555,12,sin novedad
3082,1,12.0,2024-08-07 21:32:59.594489,2,
3083,1,,2024-08-07 22:00:00.000000,21,
3084,5,,2024-08-07 22:00:00.000000,20,s/n
3085,1,19.0,2024-08-07 23:04:52.356129,12,purga completa
3086,3,77.0,2024-08-07 23:35:25.595061,11,sin novedad
3087,2,47.0,2024-08-08 00:00:05.368321,11,ok.
3088,3,73.0,2024-08-08 00:38:02.429017,10,OK
3089,3,69.0,2024-08-08 01:48:39.028019,10,
3090,4,83.0,2024-08-08 02:44:17.158809,12,DRN OK
3091,4,102.0,2024-08-08 03:22:33.528026,14,ok.
3092,1,18.0,2024-08-08 05:45:53.229050,11,DRN OK
3093,5,,2024-08-08 06:00:00.000000,22,s/n
3094,3,,2024-08-08 06:00:00.000000,21,ok
3095,4,,2024-08-08 06:00:00.000000,20,s/n
3096,1,,2024-08-08 06:00:00.000000,22,
3097,2,,2024-08-08 06:00:00.000000,19,
3098,2,48.0,2024-08-08 06:58:19.849091,13,DRN OK
3099,1,12.0,2024-08-08 08:37:07.861385,7,OK
3100,3,,2024-08-08 14:00:00.000000,20,ok
3101,2,,2024-08-08 14:00:00.000000,20,s/n
3102,1,8.0,2024-08-08 15:04:24.131355,13,ok.
3103,4,92.0,2024-08-08 16:21:30.811906,17,operador reseteo
3104,3,,2024-08-08 22:00:00.000000,22,s/n
3105,1,,2024-08-08 22:00:00.000000,22,normal
3106,5,,2024-08-08 22:00:00.000000,21,ok
3107,1,4.0,2024-08-08 22:11:33.597578,10,DRN OK
3108,3,64.0,2024-08-09 01:14:37.800843,10,DRN OK
3109,1,31.0,2024-08-09 02:17:31.727901,13,sin novedad
3110,1,20.0,2024-08-09 04:04:32.631844,16,operador reseteo
3111,4,,2024-08-09 06:00:00.000000,21,normal
3112,2,,2024-08-09 06:00:00.000000,20,normal
3113,3,,2024-08-09 06:00:00.000000,20,
3114,5,,2024-08-09 06:00:00.000000,22,ok
3115,4,,2024-08-09 14:00:00.000000,19,ok
3116,3,,2024-08-09 14:00:00.000000,20,
3117,1,,2024-08-09 14:00:00.000000,19,ok
3118,5,134.0,2024-08-09 14:42:49.935620,17,sin intervencion
3119,4,97.0,2024-08-09 19:42:58.912275,14,
3120,2,,2024-08-09 22:00:00.000000,21,s/n
3121,3,,2024-08-09 22:00:00.000000,19,ok
3122,1,,2024-08-09 22:00:00.000000,22,ok
3123,4,105.0,2024-08-09 22:00:28.272504,16,restablecida sola
3124,1,11.0,2024-08-10 01:58:20.902255,15,restablecida sola
3125,3,76.0,2024-08-10 03:47:09.721686,13,purga completa
3126,3,77.0,2024-08-10 04:30:44.913733,13,DRN OK
3127,4,,2024-08-10 06:00:00.000000,20,normal
3128,5,,2024-08-10 06:00:00.000000,19,normal
3129,1,,2024-08-10 06:00:00.000000,21,
3130,2,48.0,2024-08-10 09:47:16.854201,11,ok.
3131,5,140.0,2024-08-10 10:46:14.998262,14,OK
3132,2,,2024-08-10 14:00:00.000000,21,normal
3133,3,,2024-08-10 14:00:00.000000,22,ok
3134,4,,2024-08-10 14:00:00.000000,20,ok
3135,1,29.0,2024-08-10 14:00:47.095518,16,sin intervencion
3136,1,33.0,2024-08-10 15:06:38.478862,10,DRN OK
3137,2,53.0,2024-08-10 15:45:04.268639,13,ok.
3138,2,44.0,2024-08-10 17:38:40.143479,13,OK
3139,5,135.0,2024-08-10 21:13:53.908218,18,restablecida sola
3140,1,37.0,2024-08-10 21:27:04.910413,11,ok.
3141,1,,2024-08-10 22:00:00.000000,19,s/n
3142,5,,2024-08-10 22:00:00.000000,20,s/n
3143,2,57.0,2024-08-10 22:43:04.555198,10,OK
3144,3,65.0,2024-08-11 03:35:44.002404,12,
3145,3,,2024-08-11 06:00:00.000000,22,s/n
3146,4,,2024-08-11 06:00:00.000000,22,ok
3147,4,,2024-08-11 14:00:00.000000,21,s/n
3148,3,,2024-08-11 14:00:00.000000,22,
3149,5,,2024-08-11 14:00:00.000000,19,
3150,5,135.0,2024-08-11 18:46:16.423587,11,sin novedad
3151,5,121.0,2024-08-11 20:07:41.492297,18,sin intervencion
3152,1,,2024-08-11 22:00:00.000000,21,
3153,4,,2024-08-11 22:00:00.000000,22,normal
3154,5,139.0,2024-08-11 22:03:23.962404,16,operador reseteo
3155,4,95.0,2024-08-12 04:16:01.975913,10,DRN OK
3156,4,105.0,2024-08-12 05:00:31.940580,12,sin novedad
3157,2,,2024-08-12 06:00:00.000000,20,ok
3158,4,,2024-08-12 06:00:00.000000,21,s/n
3159,4,,2024-08-12 10:40:09.845285,28,
3160,1,11.0,2024-08-12 10:46:29.584561,10,OK
3161,2,,2024-08-12 14:00:00.000000,22,normal
3162,5,,2024-08-12 14:00:00.000000,22,s/n
3163,3,,2024-08-12 14:00:00.000000,20,s/n
3164,4,98.0,2024-08-12 15:30:09.646717,11,sin novedad
3165,4,100.0,2024-08-12 16:31:55.483125,11,
3166,4,100.0,2024-08-12 20:49:56.591644,13,sin novedad
3167,2,,2024-08-12 22:00:00.000000,21,normal
3168,5,,2024-08-12 22:00:00.000000,19,ok
3169,3,64.0,2024-08-13 05:57:01.148108,10,ok.
3170,1,,2024-08-13 06:00:00.000000,22,normal
3171,3,,2024-08-13 06:00:00.000000,22,ok
3172,2,,2024-08-13 06:00:00.000000,20,s/n
3173,4,,2024-08-13 14:00:00.000000,20,
3174,2,,2024-08-13 14:00:00.000000,22,s/n
3175,5,129.0,2024-08-13 15:13:07.079478,16,sin intervencion
3176,4,,2024-08-13 15:45:06.810519,29,ver informe adjunto
3177,5,142.0,2024-08-13 17:42:22.320757,10,purga completa
3178,3,66.0,2024-08-13 18:06:11.026546,11,sin novedad
3179,2,,2024-08-13 22:00:00.000000,22,normal
3180,2,44.0,2024-08-14 03:53:03.867054,10,ok.
3181,4,,2024-08-14 06:00:00.000000,19,s/n
3182,2,,2024-08-14 06:00:00.000000,20,ok
3183,3,,2024-08-14 06:00:00.000000,19,
3184,4,97.0,2024-08-14 07:49:15.253731,5,por mantenimiento
3185,3,80.0,2024-08-14 10:04:00.489853,12,ok.
3186,4,97.0,2024-08-14 11:24:27.906909,6,
3187,5,119.0,2024-08-14 13:00:23.987766,14,sin novedad
3188,3,,2024-08-14 14:00:00.000000,21,
3189,5,,2024-08-14 14:00:00.000000,21,ok
3190,2,,2024-08-14 14:00:00.000000,21,
3191,4,,2024-08-14 14:00:00.000000,19,normal
3192,3,70.0,2024-08-14 19:33:02.738892,12,purga completa
3193,5,122.0,2024-08-14 19:42:05.912864,15,restablecida sola
3194,5,127.0,2024-08-14 20:20:15.300220,10,sin novedad
3195,3,,2024-08-14 22:00:00.000000,19,
3196,4,,2024-08-14 22:00:00.000000,19,ok
3197,5,,2024-08-14 22:00:00.000000,22,s/n
3198,1,,2024-08-14 22:00:00.000000,22,
3199,4,84.0,2024-08-15 00:16:00.438045,11,OK
3200,4,97.0,2024-08-15 00:46:46.837902,14,
3201,1,30.0,2024-08-15 03:10:16.662853,1,por mantenimiento
3202,2,44.0,2024-08-15 03:28:51.555208,16,restablecida sola
3203,5,141.0,2024-08-15 09:51:55.113142,16,operador reseteo
3204,4,104.0,2024-08-15 10:25:00.413334,11,sin novedad
3205,1,,2024-08-15 14:00:00.000000,19,normal
3206,3,,2024-08-15 14:00:00.000000,19,ok
3207,5,,2024-08-15 14:00:00.000000,19,ok
3208,1,30.0,2024-08-15 20:54:36.835867,6,OK
3209,1,,2024-08-15 22:00:00.000000,19,s/n
3210,5,,2024-08-15 22:00:00.000000,22,ok
3211,4,,2024-08-16 06:00:00.000000,22,normal
3212,3,,2024-08-16 06:00:00.000000,22,s/n
3213,4,110.0,2024-08-16 06:39:08.001610,13,ok.
3214,5,116.0,2024-08-16 09:55:26.217956,12,DRN OK
3215,1,,2024-08-16 14:00:00.000000,20,ok
3216,2,,2024-08-16 14:00:00.000000,19,
3217,4,,2024-08-16 14:00:00.000000,21,s/n
3218,3,,2024-08-16 14:00:00.000000,20,
3219,1,32.0,2024-08-16 18:30:35.293359,10,DRN OK
3220,4,107.0,2024-08-16 20:19:50.713402,15,restablecida sola
3221,2,,2024-08-16 22:00:00.000000,21,s/n
3222,5,,2024-08-16 22:00:00.000000,21,ok
3223,1,,2024-08-16 22:00:00.000000,19,
3224,4,,2024-08-16 22:00:00.000000,21,s/n
3225,2,57.0,2024-08-16 22:20:20.746752,12,OK
3226,2,60.0,2024-08-16 22:44:18.852115,10,ok.
3227,2,47.0,2024-08-17 00:39:38.888877,10,purga completa
3228,2,40.0,2024-08-17 00:59:50.466540,11,sin novedad
3229,2,47.0,2024-08-17 03:05:37.110276,11,purga completa
3230,2,44.0,2024-08-17 04:06:09.939708,13,sin novedad
3231,1,27.0,2024-08-17 04:41:04.290669,10,
3232,1,,2024-08-17 06:00:00.000000,20,s/n
3233,4,,2024-08-17 06:00:00.000000,22,s/n
3234,2,,2024-08-17 06:00:00.000000,20,
3235,3,77.0,2024-08-17 06:28:26.028955,13,DRN OK
3236,4,87.0,2024-08-17 08:44:35.576687,15,restablecida sola
3237,4,,2024-08-17 08:45:44.386512,23,aviso proveedor externo
3238,3,,2024-08-17 14:00:00.000000,19,normal
3239,1,,2024-08-17 14:00:00.000000,22,s/n
3240,5,,2024-08-17 21:25:27.576216,26,aviso proveedor externo
3241,3,,2024-08-17 22:00:00.000000,19,s/n
3242,5,,2024-08-17 22:00:00.000000,21,s/n
3243,2,46.0,2024-08-18 01:48:19.246657,13,sin novedad
3244,4,97.0,2024-08-18 02:37:30.007777,11,
3245,1,15.0,2024-08-18 03:27:16.529463,12,
3246,5,,2024-08-18 06:00:00.000000,19,ok
3247,3,,2024-08-18 06:00:00.000000,22,normal
3248,2,,2024-08-18 14:00:00.000000,19,s/n
