evento_id,repuesto_id,cantidad_utilizada,costo_unitario_momento
1533,6,2.6,5327.98
1533,7,2.9,5954.8
1534,7,4.4,6154.11
1534,1,3.2,29151.05
1534,13,1.8,61541.1
1535,10,2.0,164317.46
1539,12,3.4,8244.18
1540,2,4.1,2553.58
1540,10,3.4,199498.37
1540,9,4.5,47879.61
1541,12,4.5,9228.32
1541,2,3.8,2460.89
1545,14,3.8,40566.9
1547,7,2.8,7323.2
1547,8,3.6,11562.95
1547,12,4.1,9250.36
1550,1,4.8,35541.01
1554,11,4.3,3826.4
1556,5,1.6,31092.08
1556,13,1.4,92304.61
1559,7,3.5,8509.96
1560,3,3.1,2444.93
1560,13,1.9,82952.88
1563,8,1.2,13395.56
1564,12,2.4,10477.94
1569,12,4.5,5185.37
1573,5,2.4,12235.98
1577,13,3.1,39556.47
1577,14,4.5,22901.12
1579,3,4.7,1394.41
1584,2,4.4,1555.99
1585,12,1.2,6211.29
1585,7,2.7,4917.27
1588,14,2.4,25016.34
1588,13,2.6,43210.05
1589,4,1.5,91434.45
1591,2,1.7,1654.07
1591,1,3.1,23260.36
1592,11,4.8,1950.04
1594,2,3.3,1603.92
1594,8,4.3,7518.39
1594,10,1.2,125306.47
1596,11,3.5,2029.37
1596,3,4.9,1352.91
1602,3,2.6,1655.06
1602,1,2.1,26599.19
1604,8,2.7,7544.16
1604,11,4.5,2112.36
1604,14,1.0,27661.91
1605,11,3.8,2537.52
1606,7,2.1,5203.64
1607,14,3.1,30833.28
1607,12,1.0,6727.26
1612,6,1.6,5362.11
1614,4,2.0,107250.19
1618,15,4.5,1628.38
1619,8,2.6,9945.7
1619,11,3.0,2784.8
1621,6,3.4,6018.43
1625,11,2.6,2923.92
1627,2,2.9,2243.59
1627,10,1.7,175280.5
1628,3,2.7,2088.95
1629,8,3.2,10868.63
1633,3,2.3,2349.95
1637,8,1.6,11486.51
1640,2,1.6,2861.37
1641,7,1.3,7608.73
1647,3,2.6,2538.15
1649,8,4.9,12487.04
1651,6,2.9,7596.95
1651,12,3.8,10725.1
1652,3,4.6,2704.92
1654,9,4.7,56326.18
1654,8,4.4,14081.55
1656,3,2.1,3070.05
1657,12,4.9,12228.76
1657,13,2.2,96810.99
1660,4,3.2,189417.27
1662,9,2.2,22563.84
1662,8,2.8,5640.96
1662,2,4.7,1203.4
1664,14,4.1,24182.11
1665,8,3.0,5849.73
1666,6,5.0,3507.75
1668,13,3.8,42266.97
1673,12,4.4,5317.79
1675,7,3.1,4162.81
1675,15,3.8,1095.48
1677,4,3.6,79496.32
1677,11,1.9,1854.91
1679,1,3.4,20564.63
1679,5,1.4,14623.74
1686,2,3.0,1720.9
1686,3,2.5,1505.79
1688,15,2.5,1249.91
1689,12,4.4,6385.74
1695,2,4.5,1891.29
1695,14,1.2,32506.51
1695,13,1.2,56147.62
1698,6,1.3,4659.87
1699,7,3.5,5394.01
1699,8,4.8,8516.85
1703,13,1.1,50342.87
1704,8,4.7,8897.54
1705,12,4.6,7157.43
1707,13,1.6,58962.35
1707,8,2.5,9309.84
1708,4,3.3,117089.57
1708,15,2.3,1626.24
1712,2,2.7,2123.97
1713,1,1.4,34049.59
1714,14,2.0,38179.45
1716,10,4.7,189784.58
1716,14,3.1,41752.61
1717,1,4.7,30617.37
1721,6,2.4,6029.36
1723,9,3.5,48223.7
1723,13,1.5,76354.19
1724,1,2.1,33217.81
1727,10,4.9,206759.02
1727,3,3.4,2315.7
1730,5,2.8,25207.23
1732,10,1.7,205393.07
1734,8,4.5,14392.25
1735,1,1.1,38931.84
1745,3,2.7,2613.78
1747,5,2.3,14162.01
1747,12,1.7,5310.75
1747,4,2.0,79661.3
1748,4,3.7,89046.36
1748,7,2.7,4699.67
1749,2,3.8,1953.62
1752,4,2.4,77979.47
1758,11,2.8,1867.0
1764,6,1.4,4231.37
1765,4,4.7,95127.46
1767,10,2.5,178730.37
1768,1,4.8,32261.57
1769,2,4.6,2740.29
1769,4,3.2,154141.05
1769,6,3.0,7278.88
1770,10,1.4,254897.41
1770,15,4.5,2548.97
1770,4,3.0,183526.14
1776,8,1.7,11570.0
1776,14,1.1,42423.34
1777,12,4.3,11365.1
1777,6,3.3,8050.28
1780,14,3.4,34340.18
1781,5,2.6,22535.16
1782,9,1.2,51003.37
1782,8,3.8,12750.84
1783,12,4.1,11672.79
1785,5,3.1,18785.21
1785,8,2.1,8805.57
1791,14,4.8,23361.9
1791,11,3.6,1784.0
1793,7,1.4,4695.99
1796,9,3.5,53309.68
1799,2,4.6,2009.58
1799,14,3.8,34539.74
1800,10,2.1,182268.56
1801,8,2.8,12528.71
1809,12,1.6,10768.03
1810,12,4.3,6129.28
1811,6,3.8,4479.91
1811,10,1.6,131762.2
1817,4,4.4,86059.02
1817,3,3.4,1338.7
1817,1,4.4,21514.76
1818,14,1.1,30106.02
1825,10,1.7,144044.16
1825,13,4.1,54736.78
1826,3,2.7,2077.12
1826,10,4.5,185457.5
1828,11,2.7,3308.07
1829,13,3.4,36562.0
1829,6,4.4,3271.34
1833,4,1.4,141784.81
1835,2,4.7,3125.75
1835,6,1.7,8302.77
1837,5,2.4,24868.47
1840,5,2.1,14648.62
1842,15,4.4,1268.54
1842,2,3.5,1623.73
1843,5,4.0,27660.42
1843,15,4.0,2160.97
1845,2,4.2,3015.1
1845,14,4.2,51822.06
1845,15,1.6,2355.55
1847,6,5.0,6991.4
1851,5,4.0,27750.84
1852,11,4.1,1568.47
1853,10,2.4,99576.44
1855,9,1.5,34108.21
1856,9,4.5,29360.96
1856,5,3.0,15659.18
1857,15,1.7,1433.7
1858,12,1.4,7029.27
1859,8,4.9,9572.34
1859,15,3.7,1595.39
1873,15,2.8,1010.97
1873,5,1.2,12940.43
1873,11,1.6,1698.43
1874,4,3.2,93268.01
1875,11,2.3,2125.44
1877,10,2.7,175571.96
1878,8,2.4,9793.5
1879,11,1.4,3174.79
1881,9,3.9,55562.42
1881,3,2.5,2592.91
1881,7,1.6,8797.38
1883,3,4.0,1142.3
1884,3,3.1,1373.05
1891,14,2.3,42394.71
1891,2,4.0,2466.6
1895,2,3.3,1283.88
1895,1,1.5,18054.51
1895,13,1.1,38115.09
1898,3,1.6,1536.8
1908,10,1.7,120503.99
1908,14,2.9,26510.88
1910,10,2.8,161522.08
1912,14,3.3,41815.26
1915,2,3.1,3352.02
1919,12,3.0,6371.5
1922,15,3.3,2050.92
1922,13,3.2,77935.03
1923,2,3.1,2742.49
1925,7,3.6,9685.42
1927,1,4.2,22685.1
1932,11,4.4,3275.24
1934,14,3.3,23316.64
1934,4,2.4,76308.99
1937,4,4.7,97143.48
1939,9,3.6,34898.44
1942,13,2.7,83170.24
1943,5,2.2,28970.62
1944,8,2.1,6042.58
1944,2,4.4,1289.08
1944,4,3.7,72510.96
1946,5,4.7,14888.66
1948,5,1.2,18249.61
1949,8,1.1,9722.16
1949,6,4.6,5509.23
1949,1,3.3,29166.49
1952,5,1.6,26854.28
1953,12,4.2,9693.04
1953,15,2.7,2019.38
1953,1,3.1,36348.88
1955,3,1.7,1212.23
1955,6,1.2,3679.98
1955,12,2.6,5195.26
1961,12,2.4,8851.23
1961,14,1.9,40568.14
1963,15,1.3,1090.08
1963,5,2.5,13952.98
1967,11,3.3,2804.67
1967,7,1.2,6343.9
1968,14,1.5,40496.07
1968,9,4.7,44177.53
1968,1,1.5,33133.14
1971,11,1.7,1604.14
1973,5,1.8,14270.26
1973,12,1.0,5351.35
1974,13,2.3,44599.83
1975,6,3.2,4801.31
1975,7,2.5,5366.17
1977,6,3.2,6039.14
1977,11,3.8,2984.04
1978,8,1.9,10441.61
1979,7,3.1,8634.62
1982,15,4.9,1126.33
1982,9,1.8,27031.88
1991,11,4.3,3929.55
1992,15,2.9,1071.99
1994,6,3.0,4568.78
1995,14,4.9,28763.43
1995,3,4.6,1464.32
1995,12,3.1,6275.66
1998,11,2.8,3242.53
1998,4,4.4,138965.57
1999,3,1.4,2225.95
1999,4,1.7,143096.54
1999,8,3.9,11924.71
2000,3,2.9,2332.69
2000,12,2.6,9997.23
2001,6,3.5,6989.27
2003,8,4.7,6629.97
2004,12,4.8,5540.96
2004,7,2.1,4386.59
2004,13,3.9,43865.92
2005,1,3.6,22425.81
2008,12,2.1,8479.16
2010,6,1.4,6838.72
2010,10,2.2,201138.88
2010,9,2.8,48273.33
2011,13,1.6,75624.16
2012,15,1.6,2215.08
2013,1,4.9,19963.89
2013,6,3.4,3770.96
2015,9,4.7,26051.22
2015,8,2.7,6512.8
2019,11,3.2,2333.58
2023,6,4.6,5529.32
2025,10,1.1,176048.42
2025,14,3.5,38730.65
2026,10,1.0,166331.93
2026,6,1.4,5655.29
2026,3,4.9,1862.92
2028,14,1.9,39409.45
2028,5,4.6,22929.14
2029,6,1.8,7052.84
2030,4,1.5,179969.56
2033,6,4.5,3522.73
2033,15,4.3,1036.1
2034,9,4.9,28776.37
2034,6,3.9,4076.65
2036,13,1.5,45275.13
2036,14,2.0,26211.92
2037,2,1.3,1606.04
2041,7,2.8,6078.88
2044,11,4.2,3239.14
2045,4,2.9,134104.98
2045,7,4.7,7077.76
2047,12,2.1,9924.49
2047,13,1.9,78568.85
2052,13,4.6,86741.25
2053,3,4.6,1187.4
2054,2,3.4,1352.14
2055,11,4.9,2090.1
2055,3,3.9,1393.4
2056,9,1.7,26988.68
2056,15,4.7,1124.53
2062,2,4.2,2000.5
2066,1,3.1,35200.15
2067,7,2.0,7868.57
2069,14,4.0,44141.45
2071,10,1.3,228603.23
2071,14,2.8,50292.71
2072,6,1.6,8882.23
2077,10,2.1,112603.61
2079,6,2.5,4075.68
2080,3,3.6,1502.08
2085,11,3.0,3097.54
2087,15,1.7,1832.58
2092,4,5.0,182919.1
2093,10,3.1,100422.22
2094,13,3.8,39408.45
2095,4,1.1,73396.67
2095,13,1.2,38737.13
2096,11,4.5,1874.59
2096,15,3.0,1115.83
2099,2,3.6,1814.07
2100,6,4.0,4867.48
2100,5,1.1,18324.62
2100,2,2.1,1832.46
2102,14,4.5,32943.67
2102,15,4.7,1497.44
2106,2,1.2,2548.0
2110,14,4.8,50122.13
2111,8,4.8,14482.51
2117,12,4.6,5465.4
2118,4,4.0,98922.51
2120,15,4.6,1468.34
2121,10,2.2,154948.13
2122,4,3.5,116266.44
2123,1,2.1,29466.87
2125,2,3.8,2495.63
2125,4,1.7,140379.29
2126,10,3.4,210662.86
2128,8,1.5,12896.93
2129,6,1.6,8210.98
2130,4,2.5,74918.66
2131,1,3.1,22206.27
2133,3,1.3,1538.95
2135,9,2.3,35374.13
2137,9,3.9,41012.49
2138,1,4.6,28719.37
2140,12,4.8,7887.93
2140,11,4.0,2760.78
2143,15,2.4,1920.58
2143,7,4.6,7298.19
2144,2,3.1,2583.87
2144,11,1.5,3391.33
2144,5,2.5,25838.71
2146,2,4.5,2823.64
2146,7,2.6,8382.68
2148,10,3.3,222357.38
2153,7,3.4,4039.79
2153,15,1.6,1063.1
2155,7,1.5,5299.22
2157,3,4.5,1628.96
2158,10,3.3,144248.15
2162,12,2.9,9179.12
2162,14,1.0,42070.97
2162,2,2.4,2447.77
2169,5,4.4,34666.12
2171,1,2.3,19218.15
2173,11,1.1,1914.85
2174,11,2.9,2151.32
2180,15,4.3,1708.53
2180,3,3.1,1913.55
2180,7,2.8,6492.41
2183,12,2.1,10104.71
2183,8,2.3,12630.89
2183,6,1.9,7157.5
2184,5,3.6,27587.33
2185,3,2.6,2454.66
2197,5,4.7,17281.24
2204,11,4.8,3319.44
2206,5,3.9,26589.92
2207,5,3.9,24702.23
2214,13,2.1,45548.77
2215,5,1.1,15644.98
2215,2,3.1,1564.5
2216,4,1.9,95438.07
2216,12,3.9,6362.54
2217,3,1.8,1426.54
2218,2,4.5,1725.32
2221,8,4.3,9661.49
2228,15,2.5,2299.66
2230,15,2.9,1041.2
2230,13,1.2,39565.47
2231,15,1.1,1148.31
2231,1,4.2,20669.64
2231,2,4.3,1469.84
2232,15,3.1,1220.74
2233,14,2.8,25135.16
2240,13,4.8,62938.2
2240,2,3.7,2120.02
2241,4,1.1,122292.78
2241,2,3.9,2174.09
2244,1,1.4,36747.0
2245,7,3.1,8545.59
2248,1,4.2,42844.61
2249,4,2.6,69581.71
2251,8,2.4,6514.82
2253,11,2.9,1936.42
2253,15,2.6,1152.63
2255,3,2.1,1593.67
2255,5,2.8,18213.42
2258,12,4.8,7318.46
2261,5,4.4,22154.63
2263,10,2.2,188958.84
2264,8,4.9,11303.45
2266,2,3.4,2848.63
2266,6,1.8,7566.69
2267,1,4.1,38723.4
2267,3,2.9,2409.46
2267,13,1.5,81749.39
2268,9,4.3,51473.32
2270,8,2.6,13891.17
2270,11,5.0,3889.53
2273,9,3.6,27920.68
2276,12,2.2,5588.82
2281,15,2.1,1403.27
2281,2,1.4,1796.19
2290,7,4.2,8754.95
2293,8,4.2,6121.26
2297,11,3.0,2074.68
2301,12,2.4,7647.79
2304,13,2.4,58685.31
2305,2,2.2,2377.98
2307,10,4.1,223721.46
2307,5,3.6,28636.35
2310,3,4.9,2873.85
2312,9,1.5,27922.66
2312,11,2.6,1954.59
2314,15,4.0,1764.55
2314,4,3.4,127047.72
2318,6,1.2,6558.46
2318,4,3.1,138885.08
2320,11,3.3,1807.92
2320,15,4.6,1076.14
2321,4,4.2,139024.45
2325,10,5.0,176816.74
2326,14,2.6,48774.82
2329,12,2.9,9281.21
2330,5,4.2,29880.66
2331,13,2.3,44834.28
2333,8,4.6,11573.91
2333,12,2.7,9259.13
2334,13,1.9,57521.48
2334,5,3.8,19375.66
2336,1,3.0,22530.36
2336,9,1.1,30040.48
2339,5,3.9,13813.04
2339,7,2.8,4100.75
2342,12,4.7,5636.97
2346,3,2.0,1578.44
2346,5,4.7,18039.36
2348,2,2.2,3084.88
2348,1,3.6,43381.11
2348,11,3.4,4048.9
2349,2,4.4,1971.7
2350,5,3.9,24632.71
2350,15,4.4,1924.43
2352,12,1.1,5319.65
2354,5,2.2,22729.24
2354,10,1.1,177572.15
2356,8,3.4,13507.55
2359,4,2.3,134717.91
2364,12,1.2,5352.98
2371,1,1.4,25358.7
2373,2,3.7,2056.07
2373,8,1.9,9637.84
2374,15,2.5,1873.96
2375,10,1.7,209618.46
2379,4,1.1,153981.65
2382,10,1.3,113741.72
2383,2,1.4,1479.5
2387,9,1.8,36212.39
2388,7,5.0,5943.77
2388,12,1.4,7507.93
2390,12,1.9,8662.19
2390,14,2.8,39701.71
2390,6,1.1,6135.72
2392,1,2.6,36141.97
2394,4,1.8,148004.16
2398,15,2.9,2595.2
2399,14,2.0,22994.48
2400,7,1.3,4518.72
2405,3,3.9,1392.04
2406,3,4.6,1601.89
2406,13,4.0,54349.67
2407,7,2.1,5584.97
2411,1,1.8,32327.1
2414,14,1.3,47537.79
2417,11,1.2,4086.22
2417,5,3.1,31133.12
2417,4,4.9,175123.82
2419,11,1.7,1736.89
2423,10,3.2,111353.07
2424,5,4.2,17161.72
2426,7,3.2,5220.99
2426,6,2.7,4671.41
2428,1,3.2,29995.22
2428,2,4.5,2132.99
2428,8,3.8,9998.41
2429,7,1.2,5960.74
2429,10,2.2,156861.66
2433,1,2.4,31812.28
2437,10,3.4,219843.66
2437,14,3.5,48365.6
2437,4,3.4,158287.43
2438,11,4.7,3771.98
2438,14,3.9,49395.0
2438,5,3.0,28738.91
2439,14,3.7,22053.65
2442,5,1.9,15163.62
2442,3,2.4,1326.82
2442,11,4.2,1990.22
2444,1,1.8,23015.69
2446,11,3.3,2414.81
2448,2,1.2,1944.39
2449,8,5.0,11061.83
2449,6,2.4,6268.37
2452,8,3.3,10813.13
2454,15,1.5,2309.17
2455,13,3.0,85299.26
2458,13,2.0,88273.83
2458,11,2.6,3902.63
2462,10,3.0,124502.82
2463,15,1.0,1372.32
2464,15,2.3,1368.43
2464,6,3.7,4652.66
2465,2,3.0,2038.15
2465,5,4.6,20381.46
2468,7,4.1,7108.3
2468,10,3.3,187060.58
2476,10,4.7,118148.18
2477,13,4.8,44355.54
2477,4,3.2,84042.07
2477,10,2.5,116725.1
2479,15,3.5,1133.78
2486,13,1.4,60650.41
2486,2,4.9,2042.96
2491,2,4.2,2861.38
2491,1,4.3,40238.19
2491,4,2.2,160952.75
2493,12,4.8,11202.29
2497,4,4.6,75154.16
2497,1,2.5,18788.54
2498,13,3.6,39643.89
2499,10,4.2,110448.36
2499,3,1.6,1237.02
2500,10,4.2,129348.25
2502,5,4.2,15275.21
2502,6,4.4,4057.48
2505,5,2.6,16614.58
2505,15,1.4,1298.01
2506,9,3.5,33300.42
2506,11,3.0,2331.03
2506,15,3.0,1387.52
2511,2,4.6,2814.56
2512,9,3.0,57225.64
2517,2,1.1,1437.46
2517,7,2.4,4267.45
2520,11,3.7,2016.37
2520,9,3.9,28805.24
2521,4,2.0,87152.59
2524,15,3.3,1728.52
2524,3,3.4,1935.95
2525,5,1.3,23561.95
2531,7,1.1,9934.41
2533,1,1.1,20321.06
2534,6,1.4,3456.5
2537,15,2.2,1217.79
2539,1,2.3,27224.12
2542,14,4.0,38621.85
2542,6,1.3,5968.83
2543,2,3.0,2278.32
2543,15,3.4,1779.93
2545,3,4.0,2281.32
2548,8,4.5,14182.05
2548,14,4.6,52000.84
2549,3,4.4,2542.15
2550,9,1.6,52167.7
2552,15,3.4,1048.04
2553,2,4.5,1608.66
2553,14,3.0,27648.82
2553,6,2.1,4273.0
2557,7,1.8,4884.13
2557,14,3.6,28276.52
2557,15,3.6,1285.3
2559,10,4.6,153325.65
2559,14,1.7,33731.64
2561,6,1.4,4978.64
2563,14,1.0,38575.68
2564,11,2.3,3161.7
2564,8,2.8,11291.79
2571,6,4.8,7249.7
2573,13,4.0,38871.25
2576,4,1.0,92398.57
2576,13,3.3,48765.91
2579,2,2.3,1674.87
2580,12,4.4,6990.19
2580,13,2.8,55338.99
2580,10,1.6,145628.91
2583,8,4.6,9233.75
2583,6,1.7,5232.46
2584,7,2.8,6668.31
2585,15,2.9,1737.34
2585,14,1.0,38221.44
2585,10,2.8,173733.82
2589,3,3.6,2721.75
2590,2,4.6,2755.95
2590,5,3.9,27559.54
2594,6,4.4,4243.76
2595,8,3.5,6701.87
2605,11,1.7,3171.79
2607,3,3.3,2204.48
2609,14,3.7,44135.47
2615,15,1.5,1235.98
2615,11,4.3,2076.44
2621,11,1.9,2869.12
2623,10,4.9,186826.88
2623,15,4.1,1868.27
2625,14,1.1,42727.76
2625,11,3.8,3262.85
2626,12,2.5,9830.9
2631,10,4.7,181177.27
2632,13,2.6,93234.4
2636,12,2.5,5175.82
2637,14,2.0,28488.47
2638,4,1.3,97671.32
2642,5,4.3,14663.09
2645,2,2.9,2711.86
2645,6,3.0,7203.38
2646,1,3.0,45631.65
2648,4,2.5,150816.98
2648,1,1.3,37704.25
2649,10,2.1,141310.46
2650,6,3.2,7274.4
2652,5,4.7,16590.69
2652,9,1.7,31107.54
2652,8,4.3,7776.88
2656,15,2.8,1642.73
2656,10,3.4,164273.14
2658,2,1.4,2694.52
2663,4,1.2,173063.01
2665,10,4.2,126830.95
2666,8,1.6,7374.92
2666,10,3.2,122915.35
2668,15,1.4,1235.33
2669,11,2.3,1902.94
2671,5,2.1,28603.48
2672,15,4.4,1446.49
