evento_id,activo_id,orden_id,tipo_mantenimiento,tipo_falla_id,fecha_hora_inicio,fecha_hora_fin,genero_paro_planta,descripcion
559,18,283.0,preventivo,14.0,2025-12-17 14:38:10.348875,2025-12-17 16:31:30.498811,False,cumplido
560,19,285.0,preventivo,14.0,2024-07-02 15:25:10.354654,2024-07-02 19:11:37.211861,False,pendiente revisión adicional
561,19,286.0,preventivo,14.0,2024-11-22 14:01:04.791800,2024-11-22 18:49:48.024915,False,"rutina realizada, todo en orden"
562,19,287.0,preventivo,14.0,2025-03-08 12:38:53.642489,2025-03-08 16:42:54.108744,False,OK sin observaciones
563,19,288.0,preventivo,14.0,2025-07-24 09:32:04.532084,2025-07-24 11:27:15.352228,False,s/n
564,19,289.0,preventivo,,2025-11-13 10:08:25.209032,2025-11-13 13:07:14.270038,False,tarea de rutina según plan
565,20,290.0,preventivo,,2024-04-23 13:36:36.714905,2024-04-23 18:55:45.564010,False,se realizó tarea programada
566,20,291.0,preventivo,14.0,2024-09-07 11:15:11.593457,2024-09-07 13:58:20.109524,False,OK sin observaciones
567,20,292.0,preventivo,14.0,2024-12-26 15:18:26.066544,2024-12-26 19:46:57.207562,False,OK sin observaciones
568,20,293.0,preventivo,14.0,2025-05-01 16:25:29.817515,2025-05-01 20:20:13.552744,True,"rutina realizada, todo en orden"
569,20,294.0,preventivo,14.0,2025-09-09 08:26:43.337945,2025-09-09 14:00:41.226998,False,"rutina realizada, todo en orden"
570,37,296.0,preventivo,14.0,2024-07-12 10:21:53.307917,2024-07-12 15:27:36.727056,True,pendiente revisión adicional
571,37,299.0,preventivo,14.0,2025-07-15 09:47:18.106332,2025-07-15 11:30:54.185134,True,"rutina realizada, todo en orden"
572,37,300.0,preventivo,14.0,2025-11-23 09:04:03.118539,2025-11-23 13:40:31.544936,False,OK sin observaciones
573,44,301.0,preventivo,14.0,2024-05-01 08:16:02.456420,2024-05-01 10:27:26.213197,False,OK sin observaciones
574,44,302.0,preventivo,14.0,2024-09-19 12:44:33.122467,2024-09-19 15:40:51.323735,False,tarea de rutina según plan
575,44,303.0,preventivo,,2025-01-09 09:54:30.015781,2025-01-09 14:20:51.082860,False,OK sin observaciones
576,44,304.0,preventivo,14.0,2025-05-11 12:37:58.845104,2025-05-11 17:16:47.153113,False,pendiente revisión adicional
577,44,305.0,preventivo,14.0,2025-09-13 15:17:47.152018,2025-09-13 17:57:08.741341,False,cumplido
578,46,306.0,preventivo,14.0,2024-05-28 07:46:22.948827,2024-05-28 10:32:24.274403,False,pendiente revisión adicional
579,46,307.0,preventivo,14.0,2024-10-06 13:45:06.744681,2024-10-06 19:30:18.424506,False,OK sin observaciones
580,46,308.0,preventivo,14.0,2025-01-18 13:53:46.995809,2025-01-18 17:01:51.769285,False,se realizó tarea programada
581,46,309.0,preventivo,14.0,2025-06-14 07:51:59.578557,2025-06-14 09:30:44.534087,False,tarea de rutina según plan
582,48,312.0,preventivo,14.0,2024-07-28 06:04:12.720979,2024-07-28 09:56:33.040463,False,s/n
583,48,313.0,preventivo,14.0,2024-12-02 13:45:04.935064,2024-12-02 15:42:39.543817,False,"rutina realizada, todo en orden"
584,48,314.0,preventivo,14.0,2025-03-25 06:39:44.736475,2025-03-25 11:42:40.581698,False,s/n
585,48,315.0,preventivo,14.0,2025-08-03 06:45:18.576560,2025-08-03 12:28:39.231974,False,tarea de rutina según plan
586,48,316.0,preventivo,,2025-11-30 12:52:37.753306,2025-11-30 18:52:17.291633,True,cumplido
587,55,317.0,preventivo,14.0,2024-04-16 16:57:03.566061,2024-04-16 22:21:13.015635,False,"rutina realizada, todo en orden"
588,55,318.0,preventivo,14.0,2024-08-08 08:50:44.571690,2024-08-08 11:27:46.118333,False,s/n
589,55,319.0,preventivo,14.0,2024-12-14 09:03:31.719044,2024-12-14 10:54:53.408004,False,se realizó tarea programada
590,55,321.0,preventivo,14.0,2025-08-16 15:25:53.766687,2025-08-16 19:23:20.544820,False,tarea de rutina según plan
591,55,322.0,preventivo,14.0,2025-12-17 17:46:24.035619,2025-12-17 19:39:12.815377,False,"rutina realizada, todo en orden"
592,75,323.0,preventivo,14.0,2024-02-09 11:09:11.090147,2024-02-09 15:31:14.483466,False,s/n
593,75,324.0,preventivo,14.0,2024-06-26 15:43:36.218357,2024-06-26 18:26:32.695604,False,pendiente revisión adicional
594,75,326.0,preventivo,14.0,2025-02-15 10:25:57.657656,2025-02-15 11:26:16.593162,False,tarea de rutina según plan
595,75,327.0,preventivo,14.0,2025-06-23 09:28:50.066894,2025-06-23 15:20:18.437142,False,tarea de rutina según plan
596,75,328.0,preventivo,14.0,2025-10-24 10:12:09.944492,2025-10-24 12:04:59.698219,False,s/n
597,89,329.0,preventivo,14.0,2024-04-15 07:47:28.525959,2024-04-15 13:26:18.399639,False,OK sin observaciones
598,89,331.0,preventivo,14.0,2024-12-19 08:19:45.193109,2024-12-19 13:43:31.481049,True,"rutina realizada, todo en orden"
599,89,333.0,preventivo,14.0,2025-09-18 14:07:15.108794,2025-09-18 19:22:27.540169,False,se realizó tarea programada
600,119,335.0,preventivo,14.0,2024-04-12 09:32:07.631770,2024-04-12 12:58:59.150158,False,se realizó tarea programada
601,119,336.0,preventivo,14.0,2024-08-04 12:50:17.083172,2024-08-04 17:00:21.951319,False,tarea de rutina según plan
602,119,337.0,preventivo,14.0,2024-12-13 06:48:27.535853,2024-12-13 12:17:38.641869,False,se realizó tarea programada
603,119,338.0,preventivo,,2025-04-10 11:08:59.357323,2025-04-10 15:41:42.142667,False,"rutina realizada, todo en orden"
604,119,339.0,preventivo,14.0,2025-08-12 08:43:19.552136,2025-08-12 11:55:27.694350,False,"rutina realizada, todo en orden"
605,119,340.0,preventivo,,2025-12-13 13:41:59.093329,2025-12-13 17:46:21.244272,False,cumplido
606,141,341.0,preventivo,14.0,2024-04-23 09:38:38.043619,2024-04-23 12:45:00.967709,False,tarea de rutina según plan
607,141,342.0,preventivo,,2024-08-31 09:09:03.130322,2024-08-31 13:42:28.435577,False,"rutina realizada, todo en orden"
608,141,343.0,preventivo,14.0,2025-01-06 10:30:24.176554,2025-01-06 14:37:13.028808,False,pendiente revisión adicional
609,141,344.0,preventivo,14.0,2025-05-06 16:36:02.067066,2025-05-06 19:49:30.281789,False,OK sin observaciones
610,141,345.0,preventivo,14.0,2025-09-14 15:35:36.921801,2025-09-14 17:15:35.622401,False,s/n
611,13,346.0,preventivo,14.0,2024-01-10 08:31:09.162326,2024-01-10 12:59:57.899632,False,tarea de rutina según plan
612,13,347.0,preventivo,14.0,2024-02-17 16:25:34.302332,2024-02-17 19:14:04.626482,False,"rutina realizada, todo en orden"
613,13,349.0,preventivo,14.0,2024-04-11 16:24:39.521863,2024-04-11 19:16:33.787670,False,cumplido
614,13,350.0,preventivo,14.0,2024-05-15 08:20:35.974185,2024-05-15 13:11:23.913456,False,tarea de rutina según plan
615,13,351.0,preventivo,14.0,2024-06-12 14:59:37.433578,2024-06-12 17:26:57.200525,False,pendiente revisión adicional
616,13,354.0,preventivo,14.0,2024-09-11 10:58:28.474641,2024-09-11 16:29:37.994169,True,se realizó tarea programada
617,13,355.0,preventivo,14.0,2024-10-13 17:47:45.837560,2024-10-13 22:13:34.692644,False,se realizó tarea programada
618,13,357.0,preventivo,14.0,2024-12-11 06:46:20.104970,2024-12-11 08:06:54.187059,False,pendiente revisión adicional
619,13,359.0,preventivo,14.0,2025-02-18 09:18:22.068264,2025-02-18 14:44:17.275809,False,cumplido
620,13,360.0,preventivo,14.0,2025-04-01 14:00:59.113905,2025-04-01 19:35:12.204351,False,"rutina realizada, todo en orden"
621,13,361.0,preventivo,14.0,2025-04-06 14:09:38.628955,2025-04-06 15:29:56.140936,False,s/n
622,13,363.0,preventivo,14.0,2025-06-04 15:02:04.666718,2025-06-04 16:27:51.027007,False,pendiente revisión adicional
623,13,364.0,preventivo,14.0,2025-07-02 06:57:36.839183,2025-07-02 12:30:52.912278,False,tarea de rutina según plan
624,13,365.0,preventivo,14.0,2025-08-10 13:23:44.466549,2025-08-10 16:09:12.535514,False,cumplido
625,13,367.0,preventivo,14.0,2025-10-03 14:29:38.053140,2025-10-03 18:14:19.716071,False,tarea de rutina según plan
626,13,369.0,preventivo,14.0,2025-12-19 14:51:02.858165,2025-12-19 20:14:48.923588,False,OK sin observaciones
627,13,370.0,preventivo,14.0,2025-12-30 07:35:21.900400,2025-12-30 09:09:37.219673,False,"rutina realizada, todo en orden"
628,18,371.0,preventivo,14.0,2024-02-13 10:45:13.539388,2024-02-13 13:49:24.311935,False,"rutina realizada, todo en orden"
629,18,372.0,preventivo,14.0,2024-02-26 14:27:47.428556,2024-02-26 19:36:53.671687,False,pendiente revisión adicional
630,18,373.0,preventivo,14.0,2024-03-30 14:35:54.536381,2024-03-30 18:12:59.825433,False,"rutina realizada, todo en orden"
631,18,374.0,preventivo,14.0,2024-04-26 14:21:04.331624,2024-04-26 19:34:43.690506,False,cumplido
632,18,375.0,preventivo,14.0,2024-05-27 08:58:41.025139,2024-05-27 12:36:17.989930,False,"rutina realizada, todo en orden"
633,18,376.0,preventivo,14.0,2024-06-25 12:35:37.006771,2024-06-25 14:04:32.089545,False,"rutina realizada, todo en orden"
634,18,377.0,preventivo,14.0,2024-07-24 09:59:38.034052,2024-07-24 12:20:51.276343,False,cumplido
635,18,379.0,preventivo,,2024-09-29 17:56:18.012637,2024-09-29 23:15:22.813894,False,pendiente revisión adicional
636,18,380.0,preventivo,14.0,2024-10-28 12:09:52.640978,2024-10-28 15:56:12.738854,False,"rutina realizada, todo en orden"
637,18,381.0,preventivo,14.0,2024-11-25 14:04:34.734592,2024-11-25 16:44:12.849922,False,pendiente revisión adicional
638,18,382.0,preventivo,14.0,2024-12-25 09:28:22.776970,2024-12-25 11:04:12.569916,False,"rutina realizada, todo en orden"
639,18,383.0,preventivo,14.0,2025-01-22 14:32:59.853568,2025-01-22 16:57:18.080503,False,OK sin observaciones
640,18,384.0,preventivo,14.0,2025-03-06 06:30:15.723710,2025-03-06 08:48:25.971406,False,se realizó tarea programada
641,18,385.0,preventivo,,2025-04-15 12:12:46.358802,2025-04-15 17:26:58.670006,False,"rutina realizada, todo en orden"
642,18,386.0,preventivo,,2025-04-22 06:44:00.790182,2025-04-22 11:53:59.200880,False,se realizó tarea programada
643,18,387.0,preventivo,14.0,2025-05-20 13:37:30.544585,2025-05-20 17:44:34.062164,False,s/n
644,18,389.0,preventivo,14.0,2025-07-23 13:08:06.124674,2025-07-23 18:07:28.938783,False,OK sin observaciones
645,18,390.0,preventivo,14.0,2025-08-23 14:57:44.249319,2025-08-23 17:28:26.425338,False,tarea de rutina según plan
646,18,391.0,preventivo,14.0,2025-09-21 06:33:04.478275,2025-09-21 12:30:48.735051,False,s/n
647,18,392.0,preventivo,14.0,2025-10-17 08:52:39.815514,2025-10-17 11:50:47.699119,False,se realizó tarea programada
648,18,393.0,preventivo,14.0,2025-11-21 15:47:36.193987,2025-11-21 16:58:47.141971,True,OK sin observaciones
649,18,394.0,preventivo,14.0,2025-12-21 10:09:51.737442,2025-12-21 13:26:35.070596,True,"rutina realizada, todo en orden"
650,19,395.0,preventivo,14.0,2024-01-23 06:54:12.258703,2024-01-23 11:14:37.266445,True,se realizó tarea programada
651,19,396.0,preventivo,14.0,2024-02-15 14:19:57.346194,2024-02-15 16:32:09.108754,False,cumplido
652,19,397.0,preventivo,14.0,2024-03-17 06:33:41.973486,2024-03-17 10:14:19.992865,False,cumplido
653,19,398.0,preventivo,14.0,2024-04-17 07:55:23.771144,2024-04-17 12:15:10.235755,False,cumplido
654,19,400.0,preventivo,14.0,2024-06-18 10:32:10.252637,2024-06-18 16:17:10.872975,False,tarea de rutina según plan
655,19,401.0,preventivo,14.0,2024-08-01 12:51:48.708193,2024-08-01 15:44:41.761591,False,s/n
656,19,403.0,preventivo,14.0,2024-09-16 07:52:37.725371,2024-09-16 09:10:54.975381,False,se realizó tarea programada
657,19,406.0,preventivo,14.0,2024-12-11 07:26:44.813939,2024-12-11 08:44:20.822321,False,"rutina realizada, todo en orden"
658,19,407.0,preventivo,14.0,2025-01-28 16:43:09.868211,2025-01-28 18:23:02.537129,False,s/n
659,19,409.0,preventivo,14.0,2025-03-24 10:25:24.458781,2025-03-24 13:42:12.186072,True,OK sin observaciones
660,19,412.0,preventivo,14.0,2025-06-12 06:04:01.895759,2025-06-12 10:57:48.451785,False,se realizó tarea programada
661,19,413.0,preventivo,14.0,2025-07-13 09:11:38.190553,2025-07-13 12:42:16.580748,False,tarea de rutina según plan
662,19,415.0,preventivo,14.0,2025-09-15 12:50:44.864944,2025-09-15 17:53:12.191525,False,tarea de rutina según plan
663,19,416.0,preventivo,14.0,2025-10-15 09:59:20.333785,2025-10-15 15:20:20.799640,False,cumplido
664,19,417.0,preventivo,14.0,2025-11-08 06:36:14.940557,2025-11-08 07:40:06.173031,False,s/n
665,19,418.0,preventivo,14.0,2025-12-11 06:49:26.888976,2025-12-11 12:06:17.735901,True,cumplido
666,20,419.0,preventivo,14.0,2024-01-15 15:36:16.287760,2024-01-15 19:03:45.260368,False,tarea de rutina según plan
667,20,420.0,preventivo,14.0,2024-02-05 13:23:42.519912,2024-02-05 17:25:48.011132,False,tarea de rutina según plan
668,20,421.0,preventivo,14.0,2024-03-06 07:40:30.840346,2024-03-06 11:26:22.355870,False,"rutina realizada, todo en orden"
669,20,424.0,preventivo,14.0,2024-06-13 07:01:04.993374,2024-06-13 09:55:52.792443,False,"rutina realizada, todo en orden"
670,20,425.0,preventivo,,2024-07-08 07:34:54.281442,2024-07-08 12:53:51.008985,True,cumplido
671,20,426.0,preventivo,14.0,2024-08-04 06:47:44.713721,2024-08-04 09:23:05.834328,True,cumplido
672,20,427.0,preventivo,14.0,2024-09-03 13:41:39.400666,2024-09-03 18:19:11.483065,False,cumplido
673,20,428.0,preventivo,14.0,2024-10-25 08:11:53.402077,2024-10-25 11:25:24.037402,False,OK sin observaciones
674,20,429.0,preventivo,14.0,2024-11-03 13:48:07.036929,2024-11-03 18:40:06.437073,False,"rutina realizada, todo en orden"
675,20,430.0,preventivo,14.0,2024-12-03 10:18:05.283883,2024-12-03 12:42:59.868668,False,pendiente revisión adicional
676,20,431.0,preventivo,14.0,2025-01-02 17:10:40.754185,2025-01-02 21:37:28.817676,False,tarea de rutina según plan
677,20,432.0,preventivo,14.0,2025-02-26 13:13:47.222312,2025-02-26 16:31:50.903365,False,"rutina realizada, todo en orden"
678,20,434.0,preventivo,14.0,2025-04-07 17:53:14.990210,2025-04-07 22:25:16.998845,False,cumplido
679,20,435.0,preventivo,14.0,2025-05-09 15:44:11.657106,2025-05-09 20:02:21.877384,False,se realizó tarea programada
680,20,436.0,preventivo,14.0,2025-06-06 13:19:52.998231,2025-06-06 18:31:49.175460,False,"rutina realizada, todo en orden"
681,20,437.0,preventivo,14.0,2025-06-30 15:27:31.062614,2025-06-30 17:12:07.921706,False,cumplido
682,20,438.0,preventivo,14.0,2025-08-01 08:13:55.388798,2025-08-01 09:58:04.338686,False,se realizó tarea programada
683,20,439.0,preventivo,14.0,2025-08-29 06:23:16.607004,2025-08-29 11:08:16.303237,False,pendiente revisión adicional
684,20,440.0,preventivo,14.0,2025-10-03 14:20:50.684422,2025-10-03 16:19:29.563731,False,se realizó tarea programada
685,20,441.0,preventivo,14.0,2025-10-27 12:07:01.164287,2025-10-27 13:41:02.931492,False,OK sin observaciones
686,20,442.0,preventivo,14.0,2025-11-30 11:52:45.217918,2025-11-30 16:58:18.198188,False,s/n
687,37,445.0,preventivo,14.0,2024-02-11 06:26:47.300852,2024-02-11 11:24:17.687465,False,OK sin observaciones
688,37,447.0,preventivo,14.0,2024-04-14 08:27:23.902243,2024-04-14 11:36:12.964137,False,"rutina realizada, todo en orden"
689,37,448.0,preventivo,14.0,2024-05-14 11:47:10.728513,2024-05-14 14:00:46.639105,False,"rutina realizada, todo en orden"
690,37,449.0,preventivo,14.0,2024-06-04 16:03:37.363144,2024-06-04 17:26:00.696505,True,OK sin observaciones
691,37,450.0,preventivo,,2024-07-04 13:07:28.648143,2024-07-04 14:15:13.354039,False,"rutina realizada, todo en orden"
692,37,451.0,preventivo,14.0,2024-08-05 06:42:43.106359,2024-08-05 11:33:38.677539,False,se realizó tarea programada
693,37,453.0,preventivo,14.0,2024-10-14 10:00:50.648829,2024-10-14 15:28:04.675986,False,pendiente revisión adicional
694,37,455.0,preventivo,14.0,2024-12-10 13:43:56.936417,2024-12-10 16:07:36.433665,False,s/n
695,37,456.0,preventivo,14.0,2025-01-04 14:40:13.245125,2025-01-04 16:06:52.854080,False,tarea de rutina según plan
696,37,457.0,preventivo,14.0,2025-02-02 16:09:04.996863,2025-02-02 21:54:41.567437,False,tarea de rutina según plan
697,37,458.0,preventivo,14.0,2025-03-06 11:51:53.589571,2025-03-06 15:51:59.464627,False,pendiente revisión adicional
698,37,459.0,preventivo,14.0,2025-04-08 08:12:41.201089,2025-04-08 13:26:38.913852,False,tarea de rutina según plan
699,37,460.0,preventivo,14.0,2025-05-15 12:06:37.841317,2025-05-15 15:27:28.652888,False,OK sin observaciones
700,37,461.0,preventivo,14.0,2025-06-03 14:33:56.558054,2025-06-03 19:55:51.114504,False,cumplido
701,37,462.0,preventivo,14.0,2025-07-03 17:27:23.252194,2025-07-03 22:05:30.163861,False,s/n
702,37,464.0,preventivo,14.0,2025-09-04 11:59:54.887916,2025-09-04 14:38:22.090919,False,pendiente revisión adicional
703,37,465.0,preventivo,14.0,2025-10-01 12:14:26.215236,2025-10-01 13:53:09.095848,False,"rutina realizada, todo en orden"
704,37,466.0,preventivo,14.0,2025-10-31 14:25:28.778697,2025-10-31 19:49:49.754468,False,cumplido
705,37,467.0,preventivo,14.0,2025-12-03 09:33:10.998086,2025-12-03 14:55:54.061616,False,se realizó tarea programada
706,44,469.0,preventivo,14.0,2024-01-24 16:31:44.018156,2024-01-24 18:54:26.963461,False,cumplido
707,44,470.0,preventivo,14.0,2024-02-18 09:49:34.888058,2024-02-18 11:29:35.173751,False,se realizó tarea programada
708,44,471.0,preventivo,14.0,2024-03-24 15:45:50.905613,2024-03-24 17:34:10.471819,True,tarea de rutina según plan
709,44,472.0,preventivo,14.0,2024-04-21 17:32:47.638563,2024-04-21 19:35:25.237365,False,cumplido
710,44,473.0,preventivo,14.0,2024-05-16 17:21:41.192417,2024-05-16 21:01:58.338296,False,cumplido
711,44,475.0,preventivo,14.0,2024-07-17 14:02:01.544131,2024-07-17 18:56:52.983031,True,OK sin observaciones
712,44,476.0,preventivo,14.0,2024-08-15 07:38:15.142425,2024-08-15 10:41:35.898907,False,"rutina realizada, todo en orden"
713,44,477.0,preventivo,14.0,2024-09-22 12:04:58.390326,2024-09-22 14:39:13.945082,False,pendiente revisión adicional
714,44,479.0,preventivo,14.0,2024-11-16 07:50:14.918415,2024-11-16 12:17:16.655770,False,cumplido
715,44,480.0,preventivo,14.0,2024-12-19 11:53:23.923662,2024-12-19 14:15:27.811305,False,pendiente revisión adicional
716,44,481.0,preventivo,14.0,2025-01-15 14:33:16.058389,2025-01-15 16:40:45.486849,False,"rutina realizada, todo en orden"
717,44,482.0,preventivo,14.0,2025-02-26 08:59:39.378349,2025-02-26 13:40:27.014461,False,pendiente revisión adicional
718,44,483.0,preventivo,,2025-03-30 12:49:16.496171,2025-03-30 14:23:46.993015,False,OK sin observaciones
719,44,484.0,preventivo,14.0,2025-04-15 15:05:18.507835,2025-04-15 18:24:52.959876,False,tarea de rutina según plan
720,44,486.0,preventivo,14.0,2025-06-19 17:53:35.810495,2025-06-19 20:11:53.920453,False,"rutina realizada, todo en orden"
721,44,488.0,preventivo,14.0,2025-08-10 10:29:20.718813,2025-08-10 14:25:15.644246,False,OK sin observaciones
722,44,490.0,preventivo,14.0,2025-10-30 06:33:35.146264,2025-10-30 10:30:12.798803,False,tarea de rutina según plan
723,44,491.0,preventivo,14.0,2025-11-08 07:47:38.605304,2025-11-08 11:08:28.617591,False,pendiente revisión adicional
724,44,492.0,preventivo,14.0,2025-12-22 11:23:02.570791,2025-12-22 12:36:22.805367,False,OK sin observaciones
725,46,493.0,preventivo,14.0,2024-01-19 12:09:18.212150,2024-01-19 13:34:23.109080,False,cumplido
726,46,494.0,preventivo,14.0,2024-02-16 08:03:34.740546,2024-02-16 09:40:27.744361,False,s/n
727,46,497.0,preventivo,14.0,2024-05-16 06:25:34.892459,2024-05-16 10:13:26.061254,False,cumplido
728,46,498.0,preventivo,14.0,2024-06-16 06:56:33.142438,2024-06-16 08:44:31.839092,False,"rutina realizada, todo en orden"
729,46,500.0,preventivo,14.0,2024-08-08 07:25:03.052990,2024-08-08 13:08:20.628301,False,pendiente revisión adicional
730,46,501.0,preventivo,14.0,2024-09-11 16:46:48.387628,2024-09-11 21:16:36.010390,False,OK sin observaciones
731,46,502.0,preventivo,14.0,2024-10-12 11:19:22.215367,2024-10-12 16:06:39.274169,False,cumplido
732,46,503.0,preventivo,14.0,2024-11-13 08:08:11.686355,2024-11-13 11:31:54.018587,True,tarea de rutina según plan
733,46,505.0,preventivo,14.0,2025-01-13 11:13:03.406853,2025-01-13 16:14:03.698455,False,pendiente revisión adicional
734,46,506.0,preventivo,14.0,2025-02-05 10:43:42.795689,2025-02-05 11:48:56.446638,False,cumplido
735,46,507.0,preventivo,14.0,2025-03-06 16:23:30.945337,2025-03-06 18:29:51.006404,True,se realizó tarea programada
736,46,508.0,preventivo,14.0,2025-04-11 07:20:21.813216,2025-04-11 13:15:57.139834,False,OK sin observaciones
737,46,509.0,preventivo,,2025-05-12 15:42:07.179086,2025-05-12 18:04:07.292915,False,"rutina realizada, todo en orden"
738,46,511.0,preventivo,14.0,2025-07-03 14:23:57.675211,2025-07-03 18:47:08.258797,False,"rutina realizada, todo en orden"
739,46,512.0,preventivo,14.0,2025-08-07 07:27:52.464949,2025-08-07 11:58:36.557266,False,"rutina realizada, todo en orden"
740,46,513.0,preventivo,14.0,2025-09-01 10:04:06.179890,2025-09-01 14:12:34.338030,True,cumplido
741,46,515.0,preventivo,14.0,2025-11-11 14:02:00.274282,2025-11-11 17:39:31.980607,False,tarea de rutina según plan
742,48,520.0,preventivo,14.0,2024-03-13 08:18:26.667769,2024-03-13 13:31:52.487151,False,se realizó tarea programada
743,48,521.0,preventivo,14.0,2024-04-09 07:38:46.945322,2024-04-09 10:49:29.359095,True,"rutina realizada, todo en orden"
744,48,522.0,preventivo,14.0,2024-05-04 13:07:31.565004,2024-05-04 18:14:52.281886,False,s/n
745,48,524.0,preventivo,14.0,2024-07-07 06:42:19.713380,2024-07-07 12:10:02.501251,False,se realizó tarea programada
746,48,525.0,preventivo,14.0,2024-08-05 14:39:41.316824,2024-08-05 18:26:41.374242,False,tarea de rutina según plan
747,48,527.0,preventivo,14.0,2024-10-04 12:22:44.265115,2024-10-04 16:24:31.855769,False,OK sin observaciones
748,48,529.0,preventivo,14.0,2024-12-02 14:52:43.448069,2024-12-02 20:04:53.823871,False,pendiente revisión adicional
749,48,530.0,preventivo,14.0,2025-01-01 07:33:06.159693,2025-01-01 10:40:17.410371,True,cumplido
750,48,531.0,preventivo,14.0,2025-01-28 15:40:26.435860,2025-01-28 19:23:14.820659,False,"rutina realizada, todo en orden"
751,48,532.0,preventivo,14.0,2025-03-12 13:09:43.403239,2025-03-12 18:07:28.610407,False,tarea de rutina según plan
752,48,533.0,preventivo,14.0,2025-04-05 07:08:18.039701,2025-04-05 08:37:49.412395,False,tarea de rutina según plan
753,48,534.0,preventivo,14.0,2025-04-29 09:15:06.486397,2025-04-29 14:08:19.555560,False,tarea de rutina según plan
754,48,535.0,preventivo,,2025-05-30 10:57:50.123694,2025-05-30 13:10:50.518265,False,s/n
755,48,537.0,preventivo,14.0,2025-07-27 11:42:35.858564,2025-07-27 16:48:31.331384,False,pendiente revisión adicional
756,48,538.0,preventivo,14.0,2025-09-04 12:11:48.023096,2025-09-04 15:07:21.119616,False,s/n
757,48,539.0,preventivo,14.0,2025-09-27 10:36:35.037498,2025-09-27 14:41:40.555987,False,cumplido
758,48,540.0,preventivo,14.0,2025-10-31 15:05:56.649783,2025-10-31 20:19:49.345324,False,pendiente revisión adicional
759,48,541.0,preventivo,14.0,2025-11-25 12:39:58.589587,2025-11-25 17:31:47.064005,False,"rutina realizada, todo en orden"
760,48,542.0,preventivo,14.0,2025-12-27 11:55:00.693479,2025-12-27 14:48:53.341139,False,"rutina realizada, todo en orden"
761,55,543.0,preventivo,14.0,2024-02-05 15:27:24.750472,2024-02-05 17:17:47.602788,False,cumplido
762,55,544.0,preventivo,14.0,2024-02-15 13:36:36.830424,2024-02-15 15:33:38.492896,False,OK sin observaciones
763,55,545.0,preventivo,14.0,2024-03-30 06:24:02.986404,2024-03-30 10:16:21.667472,True,se realizó tarea programada
764,55,547.0,preventivo,14.0,2024-05-17 09:05:22.699387,2024-05-17 14:57:30.339207,False,"rutina realizada, todo en orden"
765,55,548.0,preventivo,14.0,2024-06-14 16:44:58.322264,2024-06-14 21:15:36.204479,False,s/n
766,55,549.0,preventivo,14.0,2024-07-18 08:39:36.683578,2024-07-18 11:44:52.407825,False,tarea de rutina según plan
767,55,551.0,preventivo,14.0,2024-09-12 10:02:35.239821,2024-09-12 12:12:35.930398,False,tarea de rutina según plan
768,55,552.0,preventivo,14.0,2024-10-17 07:01:21.576394,2024-10-17 09:38:47.195982,False,s/n
769,55,553.0,preventivo,14.0,2024-11-12 12:45:42.284227,2024-11-12 17:09:59.677012,False,"rutina realizada, todo en orden"
770,55,554.0,preventivo,14.0,2024-12-12 06:18:45.465943,2024-12-12 08:57:13.800849,False,se realizó tarea programada
771,55,555.0,preventivo,14.0,2025-01-11 15:37:18.841579,2025-01-11 21:18:30.445050,False,cumplido
772,55,556.0,preventivo,14.0,2025-02-10 13:28:05.301238,2025-02-10 16:04:37.316285,False,"rutina realizada, todo en orden"
773,55,557.0,preventivo,14.0,2025-03-16 06:09:58.218306,2025-03-16 10:10:31.657612,False,s/n
774,55,558.0,preventivo,14.0,2025-04-15 11:43:54.565869,2025-04-15 16:49:02.417175,False,cumplido
775,55,560.0,preventivo,14.0,2025-06-11 14:52:42.552689,2025-06-11 19:37:37.716394,False,"rutina realizada, todo en orden"
776,55,561.0,preventivo,14.0,2025-07-13 15:00:50.766055,2025-07-13 19:58:08.785606,False,"rutina realizada, todo en orden"
777,55,562.0,preventivo,14.0,2025-08-08 16:56:44.318612,2025-08-08 19:29:25.770375,False,OK sin observaciones
778,55,563.0,preventivo,14.0,2025-09-06 13:43:38.983294,2025-09-06 18:15:40.457799,False,"rutina realizada, todo en orden"
779,55,564.0,preventivo,14.0,2025-10-06 11:55:44.023929,2025-10-06 15:40:17.959616,False,"rutina realizada, todo en orden"
780,55,565.0,preventivo,14.0,2025-11-12 14:35:01.399518,2025-11-12 20:02:07.843548,False,pendiente revisión adicional
781,55,566.0,preventivo,14.0,2025-12-07 11:43:35.921753,2025-12-07 14:10:03.672709,False,pendiente revisión adicional
782,75,568.0,preventivo,14.0,2024-02-23 07:09:02.799855,2024-02-23 10:58:29.962173,False,cumplido
783,75,569.0,preventivo,14.0,2024-03-27 10:20:19.820969,2024-03-27 12:34:57.492395,False,pendiente revisión adicional
784,75,570.0,preventivo,14.0,2024-04-27 15:25:56.768922,2024-04-27 19:57:29.692611,False,OK sin observaciones
785,75,571.0,preventivo,14.0,2024-05-28 13:33:01.350957,2024-05-28 17:32:20.780486,True,cumplido
786,75,572.0,preventivo,14.0,2024-06-18 16:53:00.465644,2024-06-18 20:28:35.853800,False,OK sin observaciones
787,75,573.0,preventivo,14.0,2024-07-26 14:54:16.549343,2024-07-26 19:37:13.275324,False,s/n
